gene,kw_stat,kw_pval,mean_Human,mean_RhesusM,mean_Mouse,kw_fdr,direction
TAF1C,9.802299,0.007438,4.592515,3.272751,2.164743,0.051816,Human highest
SYCE1,8.94953,0.011393,5.548454,0.438277,0.971531,0.051816,Human highest
SWI5,9.091503,0.010612,2.907939,7.387694,6.730867,0.051816,NHP highest
SVOP,9.98366,0.006793,7.267119,7.702533,8.049641,0.051816,Mouse highest
STK32A,8.938562,0.011456,3.080015,1.203399,1.394716,0.051816,Human highest
STK16,8.938562,0.011456,2.365763,5.565011,5.247245,0.051816,NHP highest
STIP1,9.091503,0.010612,4.004968,6.210869,5.725982,0.051816,NHP highest
STEAP4,10.167816,0.006196,1.276513,0.0,0.184722,0.051816,Human highest
STEAP2,8.734641,0.012685,6.541102,3.360722,3.896667,0.051816,Human highest
STC1,10.366013,0.005611,0.086401,3.390008,2.368199,0.051816,NHP highest
STBD1,12.146237,0.002304,0.0,0.34902,0.66668,0.051816,Mouse highest
STAT6,9.278431,0.009665,3.98267,0.547157,1.244925,0.051816,Human highest
STAT4,8.819608,0.012158,7.141984,2.747382,2.940118,0.051816,Human highest
STAT2,9.091503,0.010612,5.536542,4.255753,4.508025,0.051816,Human highest
STARD5,10.722876,0.004694,1.89105,0.181787,0.629836,0.051816,Human highest
STARD4,9.754248,0.007619,5.063028,3.113481,3.363358,0.051816,Human highest
STARD13,10.722876,0.004694,7.233008,3.025726,3.955034,0.051816,Human highest
STARD10,8.672549,0.013085,4.45375,5.471762,5.195424,0.051816,NHP highest
STAP1,9.754248,0.007619,0.68936,2.315548,2.614042,0.051816,Mouse highest
STAM,9.690196,0.007867,5.511495,6.057836,5.713506,0.051816,NHP highest
ST8SIA2,8.819608,0.012158,0.656229,2.590493,2.611495,0.051816,Mouse highest
ST7,9.091503,0.010612,8.310365,6.67796,6.731821,0.051816,Human highest
ST6GALNAC5,11.538562,0.003122,10.181894,6.542643,7.651316,0.051816,Human highest
STK36,8.734641,0.012685,4.862861,1.441131,1.913415,0.051816,Human highest
STK38,9.499346,0.008655,6.080458,5.538388,5.684766,0.051816,Human highest
STK39,10.366013,0.005611,7.794736,7.142291,6.807064,0.051816,Human highest
STON1,8.791398,0.01233,0.0,0.694904,1.083064,0.051816,Mouse highest
SUSD5,8.672549,0.013085,4.600877,0.66395,1.798982,0.051816,Human highest
SUSD1,11.113725,0.003861,6.125525,4.251808,4.599761,0.051816,Human highest
SUPT7L,10.464052,0.005343,5.329554,3.855269,4.3669,0.051816,Human highest
SUPT5H,8.68366,0.013013,4.796876,6.209408,6.07433,0.051816,NHP highest
SUPT16H,10.722876,0.004694,5.211367,5.856928,5.660437,0.051816,NHP highest
SUOX,8.68366,0.013013,3.041109,1.466143,1.508196,0.051816,Human highest
SUN3,9.754248,0.007619,3.150757,0.262611,0.596322,0.051816,Human highest
SUN1,10.043137,0.006594,7.151534,6.487236,5.914056,0.051816,Human highest
SUMF2,8.777668,0.012415,5.558678,4.174457,3.128408,0.051816,Human highest
ST6GAL1,10.722876,0.004694,6.355144,3.797882,4.962374,0.051816,Human highest
SULT2B1,10.722876,0.004694,1.837054,2.894714,3.559489,0.051816,Mouse highest
SUGT1,11.538562,0.003122,4.826276,6.749565,6.531485,0.051816,NHP highest
STYXL1,9.091503,0.010612,5.249464,0.887129,1.735681,0.051816,Human highest
STX7,8.901307,0.011671,6.301246,6.879451,6.700837,0.051816,NHP highest
STX2,10.366013,0.005611,6.040672,4.00324,4.496842,0.051816,Human highest
STX16,11.251613,0.003604,0.0,6.510995,6.756878,0.051816,Mouse highest
STT3A,9.754248,0.007619,3.689609,5.034799,5.198709,0.051816,Mouse highest
STRC,8.94953,0.011393,6.487342,0.559178,1.382008,0.051816,Human highest
STPG1,10.043137,0.006594,4.287536,2.215526,2.601236,0.051816,Human highest
STON2,8.791503,0.01233,1.400442,2.462266,2.821502,0.051816,Mouse highest
SULF1,9.499346,0.008655,1.116455,3.049726,2.841433,0.051816,NHP highest
TRAFD1,10.366013,0.005611,4.078807,5.966135,5.560021,0.051816,NHP highest
TRAIP,8.734641,0.012685,2.317914,4.63641,4.653986,0.051816,Mouse highest
TRAK2,9.091503,0.010612,6.91857,6.031874,5.956468,0.051816,Human highest
ZAR1,11.113725,0.003861,0.28196,1.232465,2.457287,0.051816,Mouse highest
YTHDF1,9.319608,0.009468,4.623977,5.66971,5.031583,0.051816,NHP highest
YTHDC2,9.091503,0.010612,7.386405,6.055451,6.119831,0.051816,Human highest
YPEL4,9.754248,0.007619,4.47318,5.29919,5.778681,0.051816,Mouse highest
YLPM1,9.967974,0.006847,6.878058,7.445778,7.191093,0.051816,NHP highest
YJEFN3,10.554902,0.005105,5.928393,3.047414,3.90351,0.051816,Human highest
YES1,8.819608,0.012158,0.902202,3.803074,3.779273,0.051816,NHP highest
YDJC,10.366013,0.005611,3.306028,4.418524,4.752984,0.051816,Mouse highest
YAP1,9.091503,0.010612,1.763919,3.443229,3.152887,0.051816,NHP highest
XYLT1,11.168473,0.003757,8.671032,7.058643,4.732798,0.051816,Human highest
XRRA1,10.722876,0.004694,6.028789,1.317003,2.298191,0.051816,Human highest
XRCC4,8.68366,0.013013,4.588522,6.024229,6.106106,0.051816,Mouse highest
XPOT,8.734641,0.012685,4.895464,5.833706,5.77229,0.051816,NHP highest
XPO7,11.113725,0.003861,6.443817,6.916815,7.052434,0.051816,Mouse highest
XPO6,12.056486,0.00241,6.350801,5.978476,4.014741,0.051816,Human highest
XPNPEP1,8.68366,0.013013,4.956909,5.267191,5.333886,0.051816,Mouse highest
XPA,8.734641,0.012685,6.020086,4.033077,4.325176,0.051816,Human highest
XKRX,8.938562,0.011456,2.538589,0.426874,0.450096,0.051816,Human highest
XKR9,9.339138,0.009376,6.637564,0.085622,0.679433,0.051816,Human highest
ZBBX,8.666667,0.013124,7.076602,3.70363,3.750093,0.051816,Human highest
XK,9.899346,0.007086,4.237483,4.392164,3.922007,0.051816,NHP highest
ZBED3,8.724837,0.012748,2.657843,4.042128,3.610783,0.051816,NHP highest
ZBTB1,10.043137,0.006594,5.949018,4.777827,4.436662,0.051816,Human highest
ZDHHC8,10.043137,0.006594,5.279562,6.909928,6.447518,0.051816,NHP highest
ZDHHC24,9.499346,0.008655,3.817306,4.694985,4.344976,0.051816,NHP highest
ZDHHC23,10.043137,0.006594,6.2311,4.739965,4.420624,0.051816,Human highest
ZDHHC21,8.819608,0.012158,8.13236,6.994097,6.900024,0.051816,Human highest
ZDHHC2,10.366013,0.005611,5.398529,6.787033,6.575768,0.051816,NHP highest
ZCWPW2,9.278431,0.009665,5.619439,4.387911,4.333212,0.051816,Human highest
ZCCHC4,10.722876,0.004694,3.639897,3.892597,4.284558,0.051816,Mouse highest
ZCCHC17,9.091503,0.010612,6.395653,6.972014,7.164201,0.051816,Mouse highest
ZCCHC10,10.18366,0.006147,4.621731,4.429681,5.099602,0.051816,Mouse highest
ZC4H2,10.043137,0.006594,5.831827,4.101082,4.671289,0.051816,Human highest
ZC3HAV1L,10.366013,0.005611,3.707209,2.677199,2.387878,0.051816,Human highest
ZC3H8,8.938562,0.011456,6.478273,3.577838,3.685816,0.051816,Human highest
ZC3H4,11.113725,0.003861,3.970677,4.741653,4.994518,0.051816,Mouse highest
ZC3H12D,8.791398,0.01233,2.166316,0.125715,0.139756,0.051816,Human highest
ZC3H10,8.68366,0.013013,1.014592,3.064238,2.902028,0.051816,NHP highest
ZBTB8OS,9.091503,0.010612,6.956414,3.955929,4.581502,0.051816,Human highest
ZBTB41,9.278431,0.009665,5.31501,4.275282,3.930204,0.051816,Human highest
ZBTB34,9.164052,0.010234,3.030513,3.949522,3.668654,0.051816,NHP highest
ZBTB25,9.091503,0.010612,5.305557,3.88751,4.033726,0.051816,Human highest
ZBED4,9.091503,0.010612,4.985738,4.00426,4.140009,0.051816,Human highest
XIAP,9.499346,0.008655,5.633031,6.561059,6.275813,0.051816,NHP highest
XBP1,10.722876,0.004694,3.363869,6.517073,5.759229,0.051816,NHP highest
WWTR1,8.734641,0.012685,3.894174,0.63905,1.233244,0.051816,Human highest
WDR38,8.982594,0.011206,0.002031,2.146755,1.769952,0.051816,NHP highest
WDR33,9.754248,0.007619,6.688835,7.064567,7.218166,0.051816,Mouse highest
WDR25,10.043137,0.006594,5.304586,3.187296,3.730922,0.051816,Human highest
WDR17,9.271895,0.009697,8.484849,8.034511,7.64197,0.051816,Human highest
WDR11,8.734641,0.012685,6.269165,4.652303,4.918541,0.051816,Human highest
WDPCP,9.091503,0.010612,8.307132,5.99859,6.073734,0.051816,Human highest
WDFY1,9.519608,0.008567,5.817506,4.940414,5.311894,0.051816,Human highest
WBP4,9.091503,0.010612,4.789735,6.766872,6.663333,0.051816,NHP highest
WBP2NL,8.777668,0.012415,5.232359,0.223583,1.301273,0.051816,Human highest
WBP1,12.645161,0.001795,0.0,3.406997,4.349388,0.051816,Mouse highest
WASL,12.490196,0.00194,5.968597,7.508832,6.96528,0.051816,NHP highest
WASF1,9.690196,0.007867,8.300836,8.596168,8.095102,0.051816,NHP highest
WAC,10.043137,0.006594,7.3712,7.833995,7.661081,0.051816,NHP highest
VWA8,8.938562,0.011456,7.792512,5.90936,6.225142,0.051816,Human highest
VWA5B2,11.113725,0.003861,6.188188,5.104482,5.373568,0.051816,Human highest
VWA5B1,9.091503,0.010612,0.723291,2.477928,2.62632,0.051816,Mouse highest
VTI1B,8.819608,0.012158,5.074368,7.689331,7.424637,0.051816,NHP highest
VSX1,12.075168,0.002387,0.401178,0.0,0.015989,0.051816,Human highest
VSTM4,8.938562,0.011456,4.492319,1.0625,1.021217,0.051816,Human highest
WDR45B,9.091503,0.010612,5.1684,6.481618,6.209275,0.051816,NHP highest
WDR47,8.734641,0.012685,6.046529,7.033377,6.912003,0.051816,NHP highest
WDR59,11.595402,0.003035,6.437404,4.746574,3.141448,0.051816,Human highest
WDR74,9.278431,0.009665,2.677277,4.158838,4.288311,0.051816,Mouse highest
WWOX,8.726437,0.012737,8.468365,7.186429,5.164029,0.051816,Human highest
WWC2,8.938562,0.011456,6.895177,6.642761,6.552614,0.051816,Human highest
WSCD1,9.499346,0.008655,3.040857,4.957142,5.150286,0.051816,Mouse highest
WSB1,9.754248,0.007619,7.823377,4.785642,5.343483,0.051816,Human highest
WRAP53,10.401307,0.005513,2.366353,2.38699,3.424885,0.051816,Mouse highest
WNT9A,8.938562,0.011456,2.120463,3.535947,3.734827,0.051816,Mouse highest
WNT7B,8.938562,0.011456,0.583754,3.157266,3.267665,0.051816,Mouse highest
WNT5B,9.499346,0.008655,4.213916,1.954822,2.18052,0.051816,Human highest
WNT1,8.819608,0.012158,0.17154,2.335351,1.842258,0.051816,NHP highest
ZFAND1,9.499346,0.008655,5.873391,4.362772,4.647835,0.051816,Human highest
WNK3,9.091503,0.010612,4.474065,5.544764,5.342991,0.051816,NHP highest
WIPF1,11.113725,0.003861,1.88958,3.769464,3.266675,0.051816,NHP highest
WFS1,9.460784,0.008823,3.31703,7.611446,6.483847,0.051816,NHP highest
WFIKKN1,9.049462,0.010838,2.057737,0.269003,0.174559,0.051816,Human highest
WFDC9,10.878161,0.004343,0.595673,0.0,0.067571,0.051816,Human highest
WFDC13,15.646018,0.0004,0.328342,0.0,0.0,0.051816,Human highest
WFDC10A,9.075269,0.010699,0.644721,0.0,0.057154,0.051816,Human highest
WFDC1,14.643678,0.000661,2.983652,0.131338,0.005069,0.051816,Human highest
WEE1,10.722876,0.004694,0.305368,4.791263,3.541841,0.051816,NHP highest
WDR76,8.819608,0.012158,1.921088,3.079308,2.952341,0.051816,NHP highest
WIPI2,8.734641,0.012685,5.237909,6.222047,6.218509,0.051816,NHP highest
VSTM2L,8.938562,0.011456,5.610032,6.922246,6.737431,0.051816,NHP highest
ZFAND2A,9.091503,0.010612,3.490083,4.816593,5.014922,0.051816,Mouse highest
ZFAND6,9.091503,0.010612,4.7022,5.690173,5.710208,0.051816,Mouse highest
ZNF654,8.734641,0.012685,3.398098,5.845773,5.870992,0.051816,Mouse highest
ZNF648,12.80402,0.001658,0.374248,0.186086,0.028222,0.051816,Human highest
ZNF579,11.538562,0.003122,2.651806,3.48732,3.808156,0.051816,Mouse highest
ZNF575,9.278431,0.009665,1.331161,3.174385,3.452973,0.051816,Mouse highest
ZNF574,10.156209,0.006232,1.503636,3.977399,3.225585,0.051816,NHP highest
ZNF569,11.538562,0.003122,4.663098,5.251819,5.65505,0.051816,Mouse highest
ZNF536,11.113725,0.003861,2.25762,6.219927,5.077007,0.051816,NHP highest
ZNF518B,9.98366,0.006793,4.071033,3.6195,3.318261,0.051816,Human highest
ZNF516,9.754248,0.007619,5.133318,4.026782,3.731846,0.051816,Human highest
ZNF512B,8.734641,0.012685,2.005231,4.829772,4.388685,0.051816,NHP highest
ZNF510,8.724837,0.012748,4.912702,0.065916,1.56905,0.051816,Human highest
ZNF503,9.278431,0.009665,4.670599,2.240725,2.000041,0.051816,Human highest
ZNF488,9.378246,0.009195,2.510598,0.062948,0.171337,0.051816,Human highest
ZNF469,8.726437,0.012737,4.563295,0.849912,0.732749,0.051816,Human highest
ZNF462,10.722876,0.004694,5.430562,7.620795,6.987,0.051816,NHP highest
ZNF45,9.467974,0.008791,3.372283,3.210396,3.866097,0.051816,Mouse highest
ZNF449,11.113725,0.003861,4.826526,2.616957,3.452374,0.051816,Human highest
ZNF446,9.278431,0.009665,4.100209,3.194507,3.285246,0.051816,Human highest
ZNF445,10.043137,0.006594,5.254806,7.029135,6.855595,0.051816,NHP highest
ZNF655,9.278431,0.009665,5.988748,4.688531,4.547929,0.051816,Human highest
ZNF426,11.454248,0.003256,3.550118,5.090819,4.45949,0.051816,NHP highest
ZNF664,8.929032,0.01151,0.0,6.691819,6.320356,0.051816,NHP highest
ZNF672,9.499346,0.008655,2.087012,5.242279,4.716238,0.051816,NHP highest
ZYX,9.091503,0.010612,5.72638,3.374318,3.896794,0.051816,Human highest
ZYG11B,11.538562,0.003122,6.629954,7.572395,7.223095,0.051816,NHP highest
ZXDC,9.499346,0.008655,6.435828,4.894913,4.751308,0.051816,Human highest
ZWINT,9.499346,0.008655,1.384373,9.637809,6.948548,0.051816,NHP highest
ZSCAN25,8.666667,0.013124,6.094103,1.726763,2.44513,0.051816,Human highest
ZSCAN21,11.113725,0.003861,3.173812,3.850161,4.186642,0.051816,Mouse highest
ZSCAN2,9.356209,0.009297,2.190623,2.466004,3.022231,0.051816,Mouse highest
ZPR1,8.68366,0.013013,1.338747,4.156141,3.979272,0.051816,NHP highest
ZPBP2,11.538562,0.003122,0.04741,0.186572,0.68162,0.051816,Mouse highest
ZNFX1,10.043137,0.006594,4.516984,5.499739,5.211547,0.051816,NHP highest
ZNF878,8.734641,0.012685,0.453436,2.379368,2.220615,0.051816,NHP highest
ZNF865,8.938562,0.011456,2.846611,4.000926,3.91729,0.051816,NHP highest
ZNF831,9.499346,0.008655,5.479991,6.433687,6.181169,0.051816,NHP highest
ZNF800,8.68366,0.013013,5.906084,4.841166,4.78595,0.051816,Human highest
ZNF786,8.734641,0.012685,5.376493,2.381322,2.899844,0.051816,Human highest
ZNF740,8.68366,0.013013,3.371467,5.01683,4.881318,0.051816,NHP highest
ZNF713,8.982594,0.011206,5.13275,4.356478,3.036633,0.051816,Human highest
ZNF711,9.091503,0.010612,5.001764,3.919051,3.77073,0.051816,Human highest
ZNF692,10.597386,0.004998,5.091218,5.17575,5.870761,0.051816,Mouse highest
ZNF667,8.819608,0.012158,6.022476,4.992782,4.848471,0.051816,Human highest
ZNF408,8.938562,0.011456,1.852718,3.586496,4.172589,0.051816,Mouse highest
ZNF385A,9.038562,0.010897,3.055501,3.619664,3.876261,0.051816,Mouse highest
ZNF354C,8.938562,0.011456,3.765102,5.61001,5.407192,0.051816,NHP highest
ZKSCAN7,8.734641,0.012685,3.174194,1.968799,1.960475,0.051816,Human highest
ZKSCAN1,10.366013,0.005611,6.983971,6.011259,5.856133,0.051816,Human highest
ZIK1,8.68366,0.013013,2.212876,4.099827,3.957872,0.051816,NHP highest
ZHX1,12.490196,0.00194,0.034675,6.191958,5.617541,0.051816,NHP highest
ZGLP1,8.734641,0.012685,3.756812,2.132298,1.995112,0.051816,Human highest
ZG16B,11.019391,0.004047,0.045286,0.0,0.0,0.051816,Human highest
ZFR2,12.490196,0.00194,6.692031,5.186482,5.846294,0.051816,Human highest
ZFR,11.538562,0.003122,7.505776,8.847414,8.460795,0.051816,NHP highest
ZFPM2,11.538562,0.003122,9.03156,3.380221,5.545439,0.051816,Human highest
ZFP91,12.645161,0.001795,0.0,7.425107,6.256654,0.051816,NHP highest
ZFP90,8.70936,0.012847,6.075454,3.391692,2.502453,0.051816,Human highest
ZFP37,9.499346,0.008655,3.850089,4.487748,4.697743,0.051816,Mouse highest
ZFP36L1,8.684864,0.013005,2.322465,0.703702,0.480698,0.051816,Human highest
ZFP30,8.734641,0.012685,4.727663,5.299739,5.374634,0.051816,Mouse highest
ZFP3,10.78366,0.004554,2.626052,3.344881,4.01116,0.051816,Mouse highest
ZFP28,9.278431,0.009665,3.291422,2.638263,2.721909,0.051816,Human highest
ZFP2,11.538562,0.003122,4.340942,4.655819,5.548363,0.051816,Mouse highest
ZFHX4,9.499346,0.008655,2.950881,6.423328,6.018182,0.051816,NHP highest
ZFHX3,8.982594,0.011206,4.175442,2.200402,1.924119,0.051816,Human highest
ZMYM1,10.366013,0.005611,3.764552,4.726631,5.814871,0.051816,Mouse highest
ZMYND10,11.997386,0.002482,0.988805,1.607126,2.114079,0.051816,Mouse highest
ZMYND11,12.490196,0.00194,7.18616,8.173737,7.9424,0.051816,NHP highest
ZMYND12,10.043137,0.006594,2.155408,2.636944,3.166938,0.051816,Mouse highest
ZNF354A,9.278431,0.009665,5.047656,3.034915,3.288093,0.051816,Human highest
ZNF345,11.538562,0.003122,4.00008,3.233801,2.115324,0.051816,Human highest
ZNF329,9.278431,0.009665,5.09555,6.307744,6.046657,0.051816,NHP highest
ZNF322,11.113725,0.003861,3.278483,6.233708,5.863565,0.051816,NHP highest
ZNF316,9.091503,0.010612,4.553454,3.76159,3.919495,0.051816,Human highest
ZNF280D,10.499346,0.005249,7.162442,6.939471,6.581068,0.051816,Human highest
ZNF280C,10.722876,0.004694,4.650607,5.660446,5.364819,0.051816,NHP highest
ZNF280B,10.366013,0.005611,4.576878,4.191891,3.919473,0.051816,Human highest
ZNF276,9.136289,0.010377,4.84905,3.643104,2.509456,0.051816,Human highest
ZFAND4,9.278431,0.009665,1.66968,3.904203,4.639279,0.051816,Mouse highest
ZNF251,9.319608,0.009468,6.469761,6.029456,5.898703,0.051816,Human highest
ZNF248,11.113725,0.003861,7.799533,4.215353,4.771415,0.051816,Human highest
ZNF239,8.938562,0.011456,3.359085,6.529303,6.20169,0.051816,NHP highest
ZNF226,10.366013,0.005611,4.624907,3.474034,3.888945,0.051816,Human highest
ZNF207,8.938562,0.011456,8.041562,6.178232,6.00829,0.051816,Human highest
ZNF202,9.091503,0.010612,3.684832,2.179538,2.347151,0.051816,Human highest
ZNF189,12.490196,0.00194,5.770562,4.691316,3.808247,0.051816,Human highest
ZNF142,10.722876,0.004694,3.579684,4.453797,4.243418,0.051816,NHP highest
ZNF131,8.938562,0.011456,5.721523,6.39049,6.583518,0.051816,Mouse highest
ZNF121,8.938562,0.011456,3.657379,5.335922,5.20527,0.051816,NHP highest
ZNF25,9.091503,0.010612,6.141707,5.333207,5.211097,0.051816,Human highest
SNAI3,10.191379,0.006123,4.388116,0.174902,0.10609,0.051816,Human highest
VSTM2B,9.634641,0.008088,6.190914,5.548535,5.269284,0.051816,Human highest
VSIG8,10.043137,0.006594,0.119022,0.366975,1.205962,0.051816,Mouse highest
TTC22,9.499346,0.008655,1.599416,0.8116,1.246057,0.051816,Human highest
TTC21A,10.043137,0.006594,4.925206,0.386042,1.682857,0.051816,Human highest
TTC17,9.091503,0.010612,8.102112,6.415573,6.684331,0.051816,Human highest
TTC16,9.499346,0.008655,0.582475,2.029749,2.316434,0.051816,Mouse highest
TTC12,9.616993,0.00816,3.916115,0.290471,1.216874,0.051816,Human highest
TTC1,11.997386,0.002482,6.763412,5.075525,5.763051,0.051816,Human highest
TSSK4,8.819608,0.012158,0.073151,0.577656,0.833978,0.051816,Mouse highest
TSSK3,8.75817,0.012537,0.201485,0.294255,0.567701,0.051816,Mouse highest
TSPYL5,8.791398,0.01233,0.0,6.130876,6.518868,0.051816,Mouse highest
TSPO2,8.995789,0.011132,0.81498,0.0,0.155596,0.051816,Human highest
TSPAN6,8.819608,0.012158,0.847828,3.67796,3.250186,0.051816,NHP highest
TSPAN4,12.490196,0.00194,1.292674,2.206145,2.986907,0.051816,Mouse highest
TSPAN31,8.819608,0.012158,3.578625,5.416025,5.31318,0.051816,NHP highest
TSPAN12,9.091503,0.010612,0.433138,1.484621,1.636038,0.051816,Mouse highest
TSNAXIP1,8.726437,0.012737,3.935477,1.630888,1.226969,0.051816,Human highest
TSNAX,12.645161,0.001795,0.0,8.044096,6.636978,0.051816,NHP highest
TSKS,12.490196,0.00194,1.014397,2.193391,3.253448,0.051816,Mouse highest
TSGA13,9.98366,0.006793,0.609467,1.094645,1.525629,0.051816,Mouse highest
TSFM,8.930719,0.011501,3.988029,4.271006,4.634156,0.051816,Mouse highest
TTC23,9.754248,0.007619,2.962452,3.677537,3.915889,0.051816,Mouse highest
TSEN15,9.091503,0.010612,5.299222,4.668851,4.475785,0.051816,Human highest
TTC33,8.68366,0.013013,4.892595,5.292822,5.354308,0.051816,Mouse highest
TTC4,8.929032,0.01151,0.0,5.27719,5.002601,0.051816,NHP highest
TXNDC5,8.791398,0.01233,0.0,5.092183,4.576282,0.051816,NHP highest
TXNDC16,9.754248,0.007619,6.328025,5.667553,5.531474,0.051816,Human highest
TXNDC15,10.043137,0.006594,4.783057,5.786196,6.064808,0.051816,Mouse highest
TXLNB,8.734641,0.012685,4.820115,1.06948,1.762912,0.051816,Human highest
TXLNA,8.938562,0.011456,4.128857,4.996877,4.894624,0.051816,NHP highest
TXK,11.997386,0.002482,5.121377,1.186358,2.355322,0.051816,Human highest
TVP23A,8.982594,0.011206,6.122963,5.086437,3.536568,0.051816,Human highest
TULP3,9.091503,0.010612,3.708552,5.099087,5.253744,0.051816,Mouse highest
TUBE1,8.734641,0.012685,5.751736,1.322335,2.055559,0.051816,Human highest
TUBA8,8.901307,0.011671,4.321114,2.055285,2.577103,0.051816,Human highest
TTPA,8.830429,0.012092,1.063316,0.251333,0.218355,0.051816,Human highest
TTN,9.091503,0.010612,5.324513,1.179771,1.505419,0.051816,Human highest
TTLL4,8.734641,0.012685,3.025509,4.036741,4.164895,0.051816,Mouse highest
TTLL3,8.791398,0.01233,0.0,3.260915,3.903413,0.051816,Mouse highest
TTL,8.734641,0.012685,6.296657,5.760861,5.760557,0.051816,Human highest
TTI2,8.734641,0.012685,2.97211,3.758902,3.965787,0.051816,Mouse highest
TTF2,9.091503,0.010612,4.246767,0.84614,1.252716,0.051816,Human highest
TTC7A,8.938562,0.011456,5.783147,4.352971,4.518864,0.051816,Human highest
TTC6,10.722876,0.004694,6.054705,0.341268,1.702827,0.051816,Human highest
TTC38,8.734641,0.012685,0.855116,2.828821,3.192737,0.051816,Mouse highest
