gene,kw_stat,kw_pval,mean_Human,mean_RhesusM,mean_Mouse,kw_fdr,direction,p_Human_NHP,p_Human_Mouse,p_NHP_Mouse
PIGM,11.75817,0.002797,3.373913,3.36123,2.982627,0.051816,Human highest,1.0,0.007771,0.055346
TLE6,11.75817,0.002797,1.010811,1.126158,2.129173,0.051816,Mouse highest,1.0,0.007771,0.055346
HAS3,11.747126,0.002813,0.916466,0.960549,0.28477,0.051816,NHP highest,1.0,0.016904,0.023175
AP5S1,11.719608,0.002852,2.427476,2.960006,4.050056,0.051816,Mouse highest,1.0,0.003712,0.162575
FRMD6,11.719608,0.002852,7.336646,7.100422,6.383202,0.051816,Human highest,1.0,0.003712,0.162575
PDE6D,11.719608,0.002852,4.594185,4.984118,5.649056,0.051816,Mouse highest,1.0,0.003712,0.162575
MAP3K6,11.689542,0.002895,1.175267,1.263509,2.632319,0.051816,Mouse highest,1.0,0.010205,0.042058
PRDM4,11.689542,0.002895,4.322811,4.316369,4.065109,0.051816,Human highest,1.0,0.010205,0.042058
PEG3,11.68172,0.002906,0.0,7.814414,6.96776,0.051816,NHP highest,0.002442,0.045929,0.264501
MSH5,11.68172,0.002906,0.0,0.294255,1.042084,0.051816,Mouse highest,0.831083,0.002894,0.264501
SNRPN,11.68172,0.002906,0.0,8.289876,9.216048,0.051816,Mouse highest,0.831083,0.002894,0.264501
KLHL23,11.68172,0.002906,0.0,6.874577,6.106284,0.051816,NHP highest,0.002442,0.045929,0.264501
UBQLN2,11.68172,0.002906,0.0,7.158198,5.573963,0.051816,NHP highest,0.002442,0.045929,0.264501
PTGDR2,11.68172,0.002906,0.262498,0.177012,0.066777,0.051816,Human highest,0.831083,0.002894,0.264501
CATSPERD,11.666667,0.002928,2.15128,2.085094,3.2388,0.051816,Mouse highest,1.0,0.013315,0.03167
EMP2,11.61178,0.00301,1.023258,0.36209,0.092446,0.051816,Human highest,0.69905,0.002712,0.329478
NUP93,11.595402,0.003035,6.729912,6.057539,3.860849,0.051816,Human highest,0.836429,0.003022,0.26805
IL22RA1,11.595402,0.003035,0.55298,0.022876,0.182771,0.051816,Human highest,0.002553,0.047077,0.26805
KIFC3,11.595402,0.003035,5.801106,4.087369,2.730544,0.051816,Human highest,0.836429,0.003022,0.26805
MBTPS1,11.595402,0.003035,6.414266,5.487778,3.612067,0.051816,Human highest,0.836429,0.003022,0.26805
GPR82,11.595402,0.003035,2.414552,0.603678,0.17487,0.051816,Human highest,0.836429,0.003022,0.26805
WDR59,11.595402,0.003035,6.437404,4.746574,3.141448,0.051816,Human highest,0.836429,0.003022,0.26805
GSPT1,11.595402,0.003035,6.51611,6.084369,4.165931,0.051816,Human highest,0.836429,0.003022,0.26805
GLG1,11.544171,0.003113,7.77495,7.541946,4.948962,0.051816,Human highest,1.0,0.004828,0.126899
SEMA5B,11.538562,0.003122,6.142686,2.385921,3.534094,0.051816,Human highest,0.002629,0.047849,0.270416
KPNA4,11.538562,0.003122,5.912558,6.994216,6.485353,0.051816,NHP highest,0.002629,0.047849,0.270416
MYO1H,11.538562,0.003122,1.543268,2.340696,3.305802,0.051816,Mouse highest,0.839973,0.00311,0.270416
ZFPM2,11.538562,0.003122,9.03156,3.380221,5.545439,0.051816,Human highest,0.002629,0.047849,0.270416
EVC2,11.538562,0.003122,0.788462,6.039905,4.73971,0.051816,NHP highest,0.002629,0.047849,0.270416
MFSD11,11.538562,0.003122,6.705318,4.705214,5.60542,0.051816,Human highest,0.002629,0.047849,0.270416
ZFP2,11.538562,0.003122,4.340942,4.655819,5.548363,0.051816,Mouse highest,0.839973,0.00311,0.270416
SCNN1A,11.538562,0.003122,0.818827,1.816739,2.870186,0.051816,Mouse highest,0.839973,0.00311,0.270416
TLE3,11.538562,0.003122,3.416226,5.800171,5.086128,0.051816,NHP highest,0.002629,0.047849,0.270416
ZNF345,11.538562,0.003122,4.00008,3.233801,2.115324,0.051816,Human highest,0.839973,0.00311,0.270416
MFSD9,11.538562,0.003122,2.945003,1.630228,2.136915,0.051816,Human highest,0.002629,0.047849,0.270416
THUMPD3,11.538562,0.003122,3.784334,4.285913,4.58657,0.051816,Mouse highest,0.839973,0.00311,0.270416
ACCS,11.538562,0.003122,3.237082,1.432563,1.94259,0.051816,Human highest,0.002629,0.047849,0.270416
TMEM163,11.538562,0.003122,6.733734,3.151362,4.760422,0.051816,Human highest,0.002629,0.047849,0.270416
RPGR,11.538562,0.003122,4.710239,5.587198,5.281962,0.051816,NHP highest,0.002629,0.047849,0.270416
GNL3L,11.538562,0.003122,4.543975,7.600949,6.668736,0.051816,NHP highest,0.002629,0.047849,0.270416
LRRC59,11.538562,0.003122,3.033958,5.782269,5.192911,0.051816,NHP highest,0.002629,0.047849,0.270416
ZFR,11.538562,0.003122,7.505776,8.847414,8.460795,0.051816,NHP highest,0.002629,0.047849,0.270416
CHST10,11.538562,0.003122,4.917558,5.218954,5.406691,0.051816,Mouse highest,0.839973,0.00311,0.270416
ZPBP2,11.538562,0.003122,0.04741,0.186572,0.68162,0.051816,Mouse highest,0.839973,0.00311,0.270416
NFU1,11.538562,0.003122,4.874983,5.127272,5.668159,0.051816,Mouse highest,0.839973,0.00311,0.270416
SUGT1,11.538562,0.003122,4.826276,6.749565,6.531485,0.051816,NHP highest,0.002629,0.047849,0.270416
OLFM3,11.538562,0.003122,9.728727,4.152193,6.589168,0.051816,Human highest,0.002629,0.047849,0.270416
ST6GALNAC5,11.538562,0.003122,10.181894,6.542643,7.651316,0.051816,Human highest,0.002629,0.047849,0.270416
AKAP6,11.538562,0.003122,9.632885,9.431582,9.136116,0.051816,Human highest,0.839973,0.00311,0.270416
NIF3L1,11.538562,0.003122,3.567666,4.066843,5.078936,0.051816,Mouse highest,0.839973,0.00311,0.270416
TAGLN2,11.538562,0.003122,0.386189,0.886731,1.427209,0.051816,Mouse highest,0.839973,0.00311,0.270416
NXNL2,11.538562,0.003122,2.184916,0.420413,0.950178,0.051816,Human highest,0.002629,0.047849,0.270416
AHRR,11.538562,0.003122,4.928512,0.339622,1.193153,0.051816,Human highest,0.002629,0.047849,0.270416
NOL8,11.538562,0.003122,4.004457,5.207818,4.851859,0.051816,NHP highest,0.002629,0.047849,0.270416
TAP2,11.538562,0.003122,2.772948,0.57343,1.405805,0.051816,Human highest,0.002629,0.047849,0.270416
MAB21L1,11.538562,0.003122,0.146591,0.420764,1.109436,0.051816,Mouse highest,0.839973,0.00311,0.270416
AGTRAP,11.538562,0.003122,0.472711,1.024081,2.204566,0.051816,Mouse highest,0.839973,0.00311,0.270416
AIFM1,11.538562,0.003122,4.152873,4.798143,4.594729,0.051816,NHP highest,0.002629,0.047849,0.270416
CA1,11.538562,0.003122,4.050773,0.133411,1.039565,0.051816,Human highest,0.002629,0.047849,0.270416
CCDC3,11.538562,0.003122,7.632168,6.663469,6.233293,0.051816,Human highest,0.839973,0.00311,0.270416
LPXN,11.538562,0.003122,4.818051,1.332711,1.863977,0.051816,Human highest,0.002629,0.047849,0.270416
MTG1,11.538562,0.003122,5.690509,3.389176,4.161649,0.051816,Human highest,0.002629,0.047849,0.270416
MTURN,11.538562,0.003122,6.727121,4.939263,5.500068,0.051816,Human highest,0.002629,0.047849,0.270416
ZYG11B,11.538562,0.003122,6.629954,7.572395,7.223095,0.051816,NHP highest,0.002629,0.047849,0.270416
SAMD12,11.538562,0.003122,9.650368,9.327645,9.149195,0.051816,Human highest,0.839973,0.00311,0.270416
BLOC1S2,11.538562,0.003122,4.650633,5.871511,6.482711,0.051816,Mouse highest,0.839973,0.00311,0.270416
TFB2M,11.538562,0.003122,3.907805,4.762389,5.053209,0.051816,Mouse highest,0.839973,0.00311,0.270416
ZNF569,11.538562,0.003122,4.663098,5.251819,5.65505,0.051816,Mouse highest,0.839973,0.00311,0.270416
ZNF579,11.538562,0.003122,2.651806,3.48732,3.808156,0.051816,Mouse highest,0.839973,0.00311,0.270416
NPNT,11.538562,0.003122,0.968113,3.775367,2.175403,0.051816,NHP highest,0.002629,0.047849,0.270416
CYFIP2,11.538562,0.003122,7.355757,9.410483,8.689807,0.051816,NHP highest,0.002629,0.047849,0.270416
AMN1,11.538562,0.003122,6.374782,5.455057,5.923347,0.051816,Human highest,0.002629,0.047849,0.270416
CWH43,11.538562,0.003122,0.333552,1.603604,2.294749,0.051816,Mouse highest,0.839973,0.00311,0.270416
MAN2C1,11.538562,0.003122,5.662812,4.019935,4.662435,0.051816,Human highest,0.002629,0.047849,0.270416
MRPS15,11.538562,0.003122,4.070623,4.690222,5.234434,0.051816,Mouse highest,0.839973,0.00311,0.270416
TMEM69,11.538562,0.003122,3.781139,2.636337,3.131415,0.051816,Human highest,0.002629,0.047849,0.270416
MOB3A,11.538562,0.003122,4.430848,1.438397,2.315437,0.051816,Human highest,0.002629,0.047849,0.270416
MAP2K1,11.538562,0.003122,6.842316,8.223206,7.718428,0.051816,NHP highest,0.002629,0.047849,0.270416
MTX3,11.538562,0.003122,4.944888,4.023359,3.51525,0.051816,Human highest,0.839973,0.00311,0.270416
TRIM37,11.538562,0.003122,6.941159,8.295182,7.737867,0.051816,NHP highest,0.002629,0.047849,0.270416
IL1R2,11.538562,0.003122,0.12917,1.612304,0.665754,0.051816,NHP highest,0.002629,0.047849,0.270416
RECQL5,11.538562,0.003122,3.964064,4.331567,4.668917,0.051816,Mouse highest,0.839973,0.00311,0.270416
POLD2,11.538562,0.003122,3.686194,1.664441,2.651944,0.051816,Human highest,0.002629,0.047849,0.270416
PIP4K2B,11.538562,0.003122,5.850831,6.595316,6.407718,0.051816,NHP highest,0.002629,0.047849,0.270416
PLCH2,11.538562,0.003122,5.55533,5.159069,4.37771,0.051816,Human highest,0.839973,0.00311,0.270416
EFCC1,11.538562,0.003122,2.041908,2.913754,3.658144,0.051816,Mouse highest,0.839973,0.00311,0.270416
ABTB1,11.538562,0.003122,5.077827,3.741572,4.237736,0.051816,Human highest,0.002629,0.047849,0.270416
CDC23,11.538562,0.003122,4.350497,4.954312,5.254716,0.051816,Mouse highest,0.839973,0.00311,0.270416
ATIC,11.538562,0.003122,4.554491,3.5785,3.919285,0.051816,Human highest,0.002629,0.047849,0.270416
ASAH1,11.538562,0.003122,5.909695,5.313156,4.845011,0.051816,Human highest,0.839973,0.00311,0.270416
SIK1,11.538562,0.003122,0.06431,2.823595,1.798229,0.051816,NHP highest,0.002629,0.047849,0.270416
FXN,11.538562,0.003122,4.997554,3.022405,3.793574,0.051816,Human highest,0.002629,0.047849,0.270416
DGKD,11.538562,0.003122,4.170287,6.59038,5.804099,0.051816,NHP highest,0.002629,0.047849,0.270416
MISP,11.538562,0.003122,0.790798,1.312536,2.379443,0.051816,Mouse highest,0.839973,0.00311,0.270416
SH2D1A,11.538562,0.003122,0.068478,1.802469,0.973656,0.051816,NHP highest,0.002629,0.047849,0.270416
DNAL1,11.538562,0.003122,5.335252,6.616494,6.30667,0.051816,NHP highest,0.002629,0.047849,0.270416
SLC9A9,11.538562,0.003122,5.256266,8.364854,7.419795,0.051816,NHP highest,0.002629,0.047849,0.270416
LGI2,11.538562,0.003122,0.862958,4.405069,2.817988,0.051816,NHP highest,0.002629,0.047849,0.270416
GALNT14,11.538562,0.003122,5.464028,1.597301,3.239764,0.051816,Human highest,0.002629,0.047849,0.270416
DSE,11.538562,0.003122,5.969972,3.418552,3.00152,0.051816,Human highest,0.839973,0.00311,0.270416
MED20,11.538562,0.003122,2.601442,3.997325,4.412189,0.051816,Mouse highest,0.839973,0.00311,0.270416
DACT3,11.538562,0.003122,4.048268,6.568505,5.574796,0.051816,NHP highest,0.002629,0.047849,0.270416
PTPRQ,11.538562,0.003122,5.513778,1.810803,2.464453,0.051816,Human highest,0.002629,0.047849,0.270416
PUS1,11.538562,0.003122,4.717451,3.067678,3.527296,0.051816,Human highest,0.002629,0.047849,0.270416
IL17RC,11.538562,0.003122,2.433176,0.558416,1.03204,0.051816,Human highest,0.002629,0.047849,0.270416
IMPA1,11.538562,0.003122,4.503366,5.757222,5.348189,0.051816,NHP highest,0.002629,0.047849,0.270416
KIAA0319,11.538562,0.003122,7.615495,6.117609,6.596918,0.051816,Human highest,0.002629,0.047849,0.270416
ATAT1,11.538562,0.003122,4.005133,4.875547,5.394397,0.051816,Mouse highest,0.839973,0.00311,0.270416
HEATR6,11.538562,0.003122,4.323185,4.698115,5.061394,0.051816,Mouse highest,0.839973,0.00311,0.270416
PPA2,11.538562,0.003122,7.283462,4.74669,5.562407,0.051816,Human highest,0.002629,0.047849,0.270416
IGFN1,11.538562,0.003122,0.094551,4.724959,2.486374,0.051816,NHP highest,0.002629,0.047849,0.270416
PGR,11.538562,0.003122,0.290948,5.498531,4.6404,0.051816,NHP highest,0.002629,0.047849,0.270416
IGDCC4,11.538562,0.003122,2.006506,3.552008,4.046449,0.051816,Mouse highest,0.839973,0.00311,0.270416
KIRREL2,11.538562,0.003122,1.705804,0.750905,0.304817,0.051816,Human highest,0.839973,0.00311,0.270416
ATF2,11.538562,0.003122,6.836405,7.763409,7.3256,0.051816,NHP highest,0.002629,0.047849,0.270416
ATG4B,11.538562,0.003122,6.190034,5.442372,5.679919,0.051816,Human highest,0.002629,0.047849,0.270416
IFI30,11.538562,0.003122,0.164189,0.968663,0.582348,0.051816,NHP highest,0.002629,0.047849,0.270416
GSTO2,11.538562,0.003122,5.654115,1.499422,2.702651,0.051816,Human highest,0.002629,0.047849,0.270416
PDLIM1,11.538562,0.003122,0.68532,1.416748,2.156036,0.051816,Mouse highest,0.839973,0.00311,0.270416
VPS16,11.538562,0.003122,3.304318,4.01022,4.511124,0.051816,Mouse highest,0.839973,0.00311,0.270416
DKKL1,11.538562,0.003122,0.658607,1.447271,2.494034,0.051816,Mouse highest,0.839973,0.00311,0.270416
GOLIM4,11.538562,0.003122,4.647655,3.591195,3.133913,0.051816,Human highest,0.839973,0.00311,0.270416
SLC2A1,11.538562,0.003122,2.334627,4.901267,4.015887,0.051816,NHP highest,0.002629,0.047849,0.270416
CNTFR,11.538562,0.003122,3.342297,5.584356,5.172535,0.051816,NHP highest,0.002629,0.047849,0.270416
USP9X,11.538562,0.003122,6.820311,7.931918,7.574909,0.051816,NHP highest,0.002629,0.047849,0.270416
GPX7,11.538562,0.003122,1.940188,2.337493,3.245221,0.051816,Mouse highest,0.839973,0.00311,0.270416
TRMT1L,11.538562,0.003122,4.705711,5.399669,5.924854,0.051816,Mouse highest,0.839973,0.00311,0.270416
LMBR1L,11.538562,0.003122,4.799774,2.749277,3.463525,0.051816,Human highest,0.002629,0.047849,0.270416
ALKBH8,11.538562,0.003122,4.993715,6.205009,5.755149,0.051816,NHP highest,0.002629,0.047849,0.270416
LEKR1,11.538562,0.003122,3.474484,5.322925,5.011291,0.051816,NHP highest,0.002629,0.047849,0.270416
RMND5A,11.538562,0.003122,5.30435,6.904534,6.50314,0.051816,NHP highest,0.002629,0.047849,0.270416
USP1,11.538562,0.003122,3.570664,4.96579,4.592153,0.051816,NHP highest,0.002629,0.047849,0.270416
EQTN,11.538562,0.003122,0.71561,2.49738,1.384388,0.051816,NHP highest,0.002629,0.047849,0.270416
GLE1,11.538562,0.003122,4.847576,5.484586,5.902394,0.051816,Mouse highest,0.839973,0.00311,0.270416
FAM91A1,11.538562,0.003122,4.841351,5.675181,5.374381,0.051816,NHP highest,0.002629,0.047849,0.270416
GPR176,11.538562,0.003122,5.38193,3.267821,3.989871,0.051816,Human highest,0.002629,0.047849,0.270416
LCK,11.538562,0.003122,0.624765,1.377206,2.259582,0.051816,Mouse highest,0.839973,0.00311,0.270416
DLEU7,11.538562,0.003122,5.959956,1.731926,2.72463,0.051816,Human highest,0.002629,0.047849,0.270416
SLC26A4,11.538562,0.003122,6.281264,4.143883,5.252005,0.051816,Human highest,0.002629,0.047849,0.270416
MEX3D,11.538562,0.003122,1.684959,3.729972,3.053924,0.051816,NHP highest,0.002629,0.047849,0.270416
GNG8,11.538562,0.003122,0.365545,0.896251,2.373925,0.051816,Mouse highest,0.839973,0.00311,0.270416
BSND,11.499776,0.003183,0.104107,0.022876,0.001236,0.051816,Human highest,0.137384,0.002113,1.0
GPANK1,11.487582,0.003203,2.308815,2.740599,3.733075,0.051816,Mouse highest,1.0,0.004958,0.128424
BCKDHA,11.487582,0.003203,3.557773,3.805775,4.358999,0.051816,Mouse highest,1.0,0.004958,0.128424
OCEL1,11.487582,0.003203,2.930142,3.427638,3.960932,0.051816,Mouse highest,1.0,0.004958,0.128424
BRINP2,11.487582,0.003203,8.381925,8.264193,7.68196,0.051816,Human highest,1.0,0.004958,0.128424
RNASEH2A,11.487582,0.003203,2.618914,3.07957,4.072398,0.051816,Mouse highest,1.0,0.004958,0.128424
GDF9,11.487582,0.003203,0.947782,1.050465,1.512152,0.051816,Mouse highest,1.0,0.004958,0.128424
TMEM65,11.487582,0.003203,6.869796,6.407701,5.992287,0.051816,Human highest,1.0,0.004958,0.128424
NKG7,11.470189,0.003231,0.032695,0.0,0.002649,0.051816,Human highest,0.018735,0.004459,1.0
SARS2,11.454248,0.003256,3.982705,2.606704,3.349296,0.051816,Human highest,0.002433,0.071569,0.190742
SLC35F2,11.454248,0.003256,2.906725,1.202609,1.813638,0.051816,Human highest,0.002433,0.071569,0.190742
CCDC57,11.454248,0.003256,7.341464,5.188292,6.037558,0.051816,Human highest,0.002433,0.071569,0.190742
KIF1B,11.454248,0.003256,8.901682,9.542023,9.297235,0.051816,NHP highest,0.002433,0.071569,0.190742
PTGS2,11.454248,0.003256,2.561386,6.103847,4.585903,0.051816,NHP highest,0.002433,0.071569,0.190742
APTX,11.454248,0.003256,5.820733,4.327342,4.896643,0.051816,Human highest,0.002433,0.071569,0.190742
SLC35A1,11.454248,0.003256,7.133364,4.658295,5.579556,0.051816,Human highest,0.002433,0.071569,0.190742
HERC3,11.454248,0.003256,6.478475,7.740513,7.227366,0.051816,NHP highest,0.002433,0.071569,0.190742
KRT20,11.454248,0.003256,0.222576,1.292582,0.708159,0.051816,NHP highest,0.002433,0.071569,0.190742
ZNF426,11.454248,0.003256,3.550118,5.090819,4.45949,0.051816,NHP highest,0.002433,0.071569,0.190742
BTG3,11.454248,0.003256,3.105061,6.072681,5.069089,0.051816,NHP highest,0.002433,0.071569,0.190742
TMEM229A,11.454248,0.003256,1.292792,3.232476,2.544436,0.051816,NHP highest,0.002433,0.071569,0.190742
NCALD,11.454248,0.003256,8.748167,9.488863,9.151322,0.051816,NHP highest,0.002433,0.071569,0.190742
ABCD4,11.454248,0.003256,5.522949,3.665623,4.517212,0.051816,Human highest,0.002433,0.071569,0.190742
NR2C2,11.454248,0.003256,5.83372,7.031064,6.569825,0.051816,NHP highest,0.002433,0.071569,0.190742
NCKAP1,11.454248,0.003256,7.72113,9.046559,8.538068,0.051816,NHP highest,0.002433,0.071569,0.190742
SPHKAP,11.447059,0.003268,5.452124,8.64913,7.497338,0.051816,NHP highest,0.00225,0.104884,0.131541
CENPV,11.447059,0.003268,5.125034,6.236792,5.919655,0.051816,NHP highest,0.00225,0.104884,0.131541
BAZ1B,11.447059,0.003268,5.838016,6.578991,6.212298,0.051816,NHP highest,0.00225,0.104884,0.131541
NIPA2,11.447059,0.003268,4.777414,6.296095,5.515778,0.051816,NHP highest,0.00225,0.104884,0.131541
RAB5A,11.447059,0.003268,5.784527,7.161743,6.576759,0.051816,NHP highest,0.00225,0.104884,0.131541
SSC4D,11.447059,0.003268,2.216145,0.629495,1.370792,0.051816,Human highest,0.00225,0.104884,0.131541
CPS1,11.392965,0.003358,3.01135,0.0,0.667167,0.051816,Human highest,0.003098,0.040078,0.339692
FABP6,11.392965,0.003358,1.751169,0.0,0.154279,0.051816,Human highest,0.003098,0.040078,0.339692
MLXIPL,11.335787,0.003455,5.756579,0.043039,1.573541,0.051816,Human highest,0.003046,0.045511,0.308996
SLC5A4,11.335787,0.003455,5.372842,0.062948,0.642707,0.051816,Human highest,0.003046,0.045511,0.308996
SLC3A2,11.301307,0.003515,4.742074,4.931855,5.479718,0.051816,Mouse highest,1.0,0.006579,0.100546
CRYBB2,11.294624,0.003527,2.412838,0.0,0.087371,0.051816,Human highest,0.011093,0.007664,1.0
NLRP14,11.294624,0.003527,2.072144,0.0,0.470049,0.051816,Human highest,0.011093,0.007664,1.0
SOHLH1,11.294624,0.003527,4.072241,0.0,0.410416,0.051816,Human highest,0.011093,0.007664,1.0
GCM2,11.294624,0.003527,2.58629,0.0,0.243444,0.051816,Human highest,0.011093,0.007664,1.0
TREX1,11.294624,0.003527,2.087167,0.0,0.188236,0.051816,Human highest,0.011093,0.007664,1.0
KLF17,11.294624,0.003527,3.222952,0.0,0.46283,0.051816,Human highest,0.011093,0.007664,1.0
FAM162B,11.294624,0.003527,4.902314,0.0,0.059544,0.051816,Human highest,0.011093,0.007664,1.0
FAM110C,11.294624,0.003527,3.259907,0.0,0.369089,0.051816,Human highest,0.011093,0.007664,1.0
TEX101,11.294624,0.003527,1.202518,0.0,0.094493,0.051816,Human highest,0.011093,0.007664,1.0
SPATA20,11.294624,0.003527,3.554722,0.0,0.495721,0.051816,Human highest,0.011093,0.007664,1.0
LRAT,11.294624,0.003527,1.023481,0.0,0.016003,0.051816,Human highest,0.011093,0.007664,1.0
PYY,11.294624,0.003527,3.06543,0.0,0.098685,0.051816,Human highest,0.011093,0.007664,1.0
DEFB124,11.294624,0.003527,0.638822,0.0,0.016336,0.051816,Human highest,0.011093,0.007664,1.0
SHBG,11.294624,0.003527,1.889276,0.0,0.190189,0.051816,Human highest,0.011093,0.007664,1.0
GJB5,11.294624,0.003527,0.421451,0.0,0.009994,0.051816,Human highest,0.011093,0.007664,1.0
CPN2,11.294624,0.003527,0.758583,0.0,0.06854,0.051816,Human highest,0.011093,0.007664,1.0
GFI1B,11.294624,0.003527,0.970517,0.0,0.147978,0.051816,Human highest,0.011093,0.007664,1.0
ACSM1,11.294624,0.003527,0.924306,0.0,0.048579,0.051816,Human highest,0.011093,0.007664,1.0
LYG1,11.294624,0.003527,3.339081,0.0,0.246175,0.051816,Human highest,0.011093,0.007664,1.0
NOXA1,11.294624,0.003527,6.203128,0.0,1.471862,0.051816,Human highest,0.011093,0.007664,1.0
LECT2,11.294624,0.003527,0.416889,0.0,0.054741,0.051816,Human highest,0.011093,0.007664,1.0
CHST13,11.294624,0.003527,0.792904,0.0,0.008756,0.051816,Human highest,0.011093,0.007664,1.0
HABP2,11.294624,0.003527,1.744635,0.0,0.063702,0.051816,Human highest,0.011093,0.007664,1.0
RSPO4,11.294624,0.003527,2.895699,0.0,0.238331,0.051816,Human highest,0.011093,0.007664,1.0
DEFB123,11.294624,0.003527,0.350803,0.0,0.018697,0.051816,Human highest,0.011093,0.007664,1.0
CLDN4,11.294624,0.003527,0.35903,0.0,0.013935,0.051816,Human highest,0.011093,0.007664,1.0
MMAB,11.278431,0.003556,4.07391,4.018082,4.674726,0.051816,Mouse highest,1.0,0.039747,0.014061
SENP3,11.251613,0.003604,0.0,5.404329,4.881176,0.051816,NHP highest,0.00333,0.041838,0.346475
RFFL,11.251613,0.003604,0.0,3.68984,4.470437,0.051816,Mouse highest,0.721206,0.003261,0.346475
TNFSF12,11.251613,0.003604,0.0,1.031358,1.887636,0.051816,Mouse highest,0.721206,0.003261,0.346475
PCDHB3,11.251613,0.003604,0.0,2.465881,2.0026,0.051816,NHP highest,0.00333,0.041838,0.346475
PCDHB16,11.251613,0.003604,0.0,3.814849,2.678088,0.051816,NHP highest,0.00333,0.041838,0.346475
PCDHB13,11.251613,0.003604,0.0,2.836639,1.680484,0.051816,NHP highest,0.00333,0.041838,0.346475
STX16,11.251613,0.003604,0.0,6.510995,6.756878,0.051816,Mouse highest,0.721206,0.003261,0.346475
