human_gene,nhp_gene,syngo_term,mouse_gene
SLC1A6,SLC1A6,integral component of postsynaptic membrane,Slc1a6
CDH2,CDH2,integral component of postsynaptic membrane,Cdh2
ADGRL3,ADGRL3,integral component of postsynaptic membrane,Adgrl3
KCND2,KCND2,integral component of postsynaptic membrane,Kcnd2
DAGLA,DAGLA,integral component of postsynaptic membrane,Dagla
ITGA5,ITGA5,integral component of postsynaptic membrane,Itga5
SLITRK1,SLITRK1,integral component of postsynaptic membrane,Slitrk1
GABRB3,GABRB3,integral component of postsynaptic membrane,Gabrb3
DRD2,DRD2,integral component of postsynaptic membrane,Drd2
PLXNB1,PLXNB1,integral component of postsynaptic membrane,Plxnb1
PTCH1,PTCH1,integral component of postsynaptic membrane,Ptch1
CDH9,CDH9,integral component of postsynaptic membrane,Cdh9
GPER1,GPER1,integral component of postsynaptic membrane,Gper1
SEZ6L,SEZ6L,integral component of postsynaptic membrane,Sez6l
SDC2,SDC2,integral component of postsynaptic membrane,Sdc2
HCN1,HCN1,integral component of postsynaptic membrane,Hcn1
GRID1,GRID1,integral component of postsynaptic membrane,Grid1
DRD1,DRD1,integral component of postsynaptic membrane,Drd1
GRIK5,GRIK5,integral component of postsynaptic membrane,Grik5
GRM1,GRM1,integral component of postsynaptic membrane,Grm1
SLC6A1,SLC6A1,integral component of postsynaptic membrane,Slc6a1
KCNA1,KCNA1,integral component of postsynaptic membrane,Kcna1
DRD4,DRD4,integral component of postsynaptic membrane,Drd4
GRIK2,GRIK2,integral component of postsynaptic membrane,Grik2
ADRB2,ADRB2,integral component of postsynaptic membrane,Adrb2
SEMA4D,SEMA4D,integral component of postsynaptic membrane,Sema4d
FLRT2,FLRT2,integral component of postsynaptic membrane,Flrt2
KCNA2,KCNA2,integral component of postsynaptic membrane,Kcna2
GRIK4,GRIK4,integral component of postsynaptic membrane,Grik4
SLC8A3,SLC8A3,integral component of postsynaptic membrane,Slc8a3
ATP2B2,ATP2B2,integral component of postsynaptic membrane,Atp2b2
SLC6A3,SLC6A3,integral component of postsynaptic membrane,Slc6a3
SLITRK2,SLITRK2,integral component of postsynaptic membrane,Slitrk2
NELL2,NELL2,integral component of postsynaptic membrane,Nell2
CLMP,CLMP,integral component of postsynaptic membrane,Clmp
KCNA3,KCNA3,integral component of postsynaptic membrane,Kcna3
CADM1,CADM1,integral component of postsynaptic membrane,Cadm1
CACNG5,CACNG5,integral component of postsynaptic membrane,Cacng5
ITGB4,ITGB4,integral component of postsynaptic membrane,Itgb4
ABHD6,ABHD6,integral component of postsynaptic membrane,Abhd6
KCNQ2,KCNQ2,integral component of postsynaptic membrane,Kcnq2
SLC6A11,SLC6A11,integral component of postsynaptic membrane,Slc6a11
EPHB2,EPHB2,integral component of postsynaptic membrane,Ephb2
GRIA2,GRIA2,integral component of postsynaptic membrane,Gria2
PCDH10,PCDH10,integral component of postsynaptic membrane,Pcdh10
ADRA1D,ADRA1D,integral component of postsynaptic membrane,Adra1d
ABHD6,ABHD6,regulation of retrograde trans-synaptic signaling by endocanabinoid,Abhd6
MGLL,MGLL,regulation of retrograde trans-synaptic signaling by endocanabinoid,Mgll
PLCB1,PLCB1,regulation of retrograde trans-synaptic signaling by endocanabinoid,Plcb1
ROCK2,ROCK2,postsynaptic density,Rock2
MAP1A,MAP1A,postsynaptic density,Map1a
PRICKLE1,PRICKLE1,postsynaptic density,Prickle1
PAK2,PAK2,postsynaptic density,Pak2
CPEB1,CPEB1,postsynaptic density,Cpeb1
RPL12,RPL12,postsynaptic density,Rpl12
ANKS1B,ANKS1B,postsynaptic density,Anks1b
FRMPD4,FRMPD4,postsynaptic density,Frmpd4
RPS6KC1,RPS6KC1,postsynaptic density,Rps6kc1
BAIAP2,BAIAP2,postsynaptic density,Baiap2
RPL18A,RPL18A,postsynaptic density,Rpl18a
RPL8,RPL8,postsynaptic density,Rpl8
PCBP1,PCBP1,postsynaptic density,Pcbp1
STRN,STRN,postsynaptic density,Strn
PHB2,PHB2,postsynaptic density,Phb2
HOMER1,HOMER1,postsynaptic density,Homer1
RPL4,RPL4,postsynaptic density,Rpl4
CYLD,CYLD,postsynaptic density,Cyld
ANK3,ANK3,postsynaptic density,Ank3
SYT1,SYT1,postsynaptic density,Syt1
ARPC5,ARPC5,postsynaptic density,Arpc5
DPYSL2,DPYSL2,postsynaptic density,Dpysl2
UBE2V1,UBE2V1,postsynaptic density,Ube2v1
KALRN,KALRN,postsynaptic density,Kalrn
HSPA8,HSPA8,postsynaptic density,Hspa8
OPCML,OPCML,postsynaptic density,Opcml
TACC3,TACC3,postsynaptic density,Tacc3
PCDH7,PCDH7,postsynaptic density,Pcdh7
LZTS3,LZTS3,postsynaptic density,Lzts3
ADGRA1,ADGRA1,postsynaptic density,Adgra1
MAPK1,MAPK1,postsynaptic density,Mapk1
PAK1,PAK1,postsynaptic density,Pak1
PRKCZ,PRKCZ,postsynaptic density,Prkcz
DYNLL2,DYNLL2,postsynaptic density,Dynll2
DAPK1,DAPK1,postsynaptic density,Dapk1
DTNBP1,DTNBP1,postsynaptic density,Dtnbp1
RPL14,RPL14,postsynaptic density,Rpl14
USP8,USP8,postsynaptic density,Usp8
TSC2,TSC2,postsynaptic density,Tsc2
PAK6,PAK6,postsynaptic density,Pak6
NEGR1,NEGR1,postsynaptic density,Negr1
ARHGAP32,ARHGAP32,postsynaptic density,Arhgap32
HNRNPH2,HNRNPH2,postsynaptic density,Hnrnph2
MAP2K1,MAP2K1,postsynaptic density,Map2k1
SHARPIN,SHARPIN,postsynaptic density,Sharpin
RPS13,RPS13,postsynaptic density,Rps13
SHANK3,SHANK3,postsynaptic density,Shank3
NUMB,NUMB,postsynaptic density,Numb
CRTAC1,CRTAC1,postsynaptic density,Crtac1
SLC6A9,SLC6A9,postsynaptic density,Slc6a9
CAMK2B,CAMK2B,postsynaptic density,Camk2b
SHANK2,SHANK2,postsynaptic density,Shank2
RGS14,RGS14,postsynaptic density,Rgs14
EEF2K,EEF2K,postsynaptic density,Eef2k
HNRNPA2B1,HNRNPA2B1,postsynaptic density,Hnrnpa2b1
ABI1,ABI1,postsynaptic density,Abi1
EIF4G2,EIF4G2,postsynaptic density,Eif4g2
CRTC1,CRTC1,postsynaptic density,Crtc1
HNRNPH1,HNRNPH1,postsynaptic density,Hnrnph1
AGAP3,AGAP3,postsynaptic density,Agap3
HOMER2,HOMER2,postsynaptic density,Homer2
DGCR8,DGCR8,postsynaptic density,Dgcr8
GSK3B,GSK3B,postsynaptic density,Gsk3b
ARRB2,ARRB2,postsynaptic density,Arrb2
HNRNPD,HNRNPD,postsynaptic density,Hnrnpd
CASP3,CASP3,postsynaptic density,Casp3
SYNCRIP,SYNCRIP,postsynaptic density,Syncrip
MAGI2,MAGI2,postsynaptic density,Magi2
PCBP2,PCBP2,postsynaptic density,Pcbp2
ARHGAP33,ARHGAP33,postsynaptic density,Arhgap33
PAK3,PAK3,postsynaptic density,Pak3
EIF3E,EIF3E,postsynaptic density,Eif3e
NEURL1,NEURL1,postsynaptic density,Neurl1a
SHANK1,SHANK1,postsynaptic density,Shank1
SPOCK1,SPOCK1,postsynaptic density,Spock1
SNAP47,SNAP47,postsynaptic density,Snap47
PPP1R9A,PPP1R9A,postsynaptic density,Ppp1r9a
RELN,RELN,postsynaptic density,Reln
KPNA1,KPNA1,postsynaptic density,Kpna1
DROSHA,DROSHA,postsynaptic density,Drosha
ALS2,ALS2,postsynaptic density,Als2
APBB1,APBB1,postsynaptic density,Apbb1
RPL38,RPL38,postsynaptic density,Rpl38
CAPZB,CAPZB,postsynaptic density,Capzb
AURKA,AURKA,postsynaptic density,Aurka
ZDHHC2,ZDHHC2,postsynaptic density,Zdhhc2
PLCB4,PLCB4,postsynaptic density,Plcb4
SRGAP3,SRGAP3,postsynaptic density,Srgap3
RPL10A,RPL10A,postsynaptic density,Rpl10a
DNAJB1,DNAJB1,postsynaptic density,Dnajb1
MYO6,MYO6,postsynaptic density,Myo6
ABLIM1,ABLIM1,postsynaptic density,Ablim1
VAMP2,VAMP2,postsynaptic density,Vamp2
TSC1,TSC1,postsynaptic density,Tsc1
ARF1,ARF1,postsynaptic density,Arf1
TANC2,TANC2,postsynaptic density,Tanc2
DBN1,DBN1,postsynaptic density,Dbn1
NCKAP1,NCKAP1,postsynaptic density,Nckap1
MDM2,MDM2,postsynaptic density,Mdm2
SOS1,SOS1,postsynaptic density,Sos1
DLG5,DLG5,postsynaptic density,Dlg5
HNRNPM,HNRNPM,postsynaptic density,Hnrnpm
CAMK1,CAMK1,postsynaptic density,Camk1
EPS8,EPS8,postsynaptic density,Eps8
STAT3,STAT3,postsynaptic density,Stat3
PJA2,PJA2,postsynaptic density,Pja2
PIP5K1C,PIP5K1C,postsynaptic density,Pip5k1c
RPS6KA1,RPS6KA1,postsynaptic density,Rps6ka1
RAPGEF4,RAPGEF4,postsynaptic density,Rapgef4
DISC1,DISC1,postsynaptic density,Disc1
GPSM2,GPSM2,postsynaptic density,Gpsm2
CD200,CD200,postsynaptic density,Cd200
RPS18,RPS18,postsynaptic density,Rps18
HOMER3,HOMER3,postsynaptic density,Homer3
CHMP2B,CHMP2B,postsynaptic density,Chmp2b
EGLN1,EGLN1,postsynaptic density,Egln1
RPL6,RPL6,postsynaptic density,Rpl6
ARRB1,ARRB1,postsynaptic density,Arrb1
ARHGAP44,ARHGAP44,postsynaptic density,Arhgap44
PPP1R9B,PPP1R9B,postsynaptic density,Ppp1r9b
MPDZ,MPDZ,postsynaptic density,Mpdz
CAPN1,CAPN1,postsynaptic density,Capn1
GRIP2,GRIP2,postsynaptic density,Grip2
PLEKHA5,PLEKHA5,postsynaptic density,Plekha5
DGKZ,DGKZ,postsynaptic density,Dgkz
RPS14,RPS14,postsynaptic density,Rps14
DVL1,DVL1,postsynaptic density,Dvl1
SH3KBP1,SH3KBP1,postsynaptic density,Sh3kbp1
RPL5,RPL5,postsynaptic density,Rpl5
PPFIA2,PPFIA2,postsynaptic density,Ppfia2
BRSK1,BRSK1,postsynaptic density,Brsk1
SAMD4A,SAMD4A,postsynaptic density,Samd4
MIB1,MIB1,postsynaptic density,Mib1
EIF6,EIF6,postsynaptic density,Eif6
ABL1,ABL1,postsynaptic density,Abl1
VHL,VHL,postsynaptic density,Vhl
PDLIM4,PDLIM4,postsynaptic density,Pdlim4
CAMK2A,CAMK2A,postsynaptic density,Camk2a
DDX3X,DDX3X,postsynaptic density,Ddx3x
NCOA2,NCOA2,postsynaptic density,Ncoa2
PRICKLE2,PRICKLE2,postsynaptic density,Prickle2
INPP4A,INPP4A,postsynaptic density,Inpp4a
CTNND2,CTNND2,postsynaptic density,Ctnnd2
AMOT,AMOT,postsynaptic density,Amot
RBMX,RBMX,postsynaptic density,Rbmx
KPNA1,KPNA1,postsynapse to nucleus signaling pathway,Kpna1
CRTC1,CRTC1,postsynapse to nucleus signaling pathway,Crtc1
STAT3,STAT3,postsynapse to nucleus signaling pathway,Stat3
PRR7,PRR7,postsynapse to nucleus signaling pathway,Prr7
ANKS1B,ANKS1B,postsynapse to nucleus signaling pathway,Anks1b
NRG1,NRG1,postsynapse to nucleus signaling pathway,Nrg1
RELA,RELA,postsynapse to nucleus signaling pathway,Rela
HTT,HTT,postsynapse to nucleus signaling pathway,Htt
S100G,S100G,postsynapse to nucleus signaling pathway,S100g
CAMK4,CAMK4,postsynapse to nucleus signaling pathway,Camk4
ABI1,ABI1,postsynapse to nucleus signaling pathway,Abi1
RNF10,RNF10,postsynapse to nucleus signaling pathway,Rnf10
NSMF,NSMF,postsynapse to nucleus signaling pathway,Nsmf
ARHGEF7,ARHGEF7,presynaptic actin cytoskeleton organization,Arhgef7
ABI2,ABI2,presynaptic actin cytoskeleton organization,Abi2
TLN2,TLN2,presynaptic actin cytoskeleton organization,Tln2
PCLO,PCLO,presynaptic actin cytoskeleton organization,Pclo
PFN2,PFN2,presynaptic actin cytoskeleton organization,Pfn2
DAAM1,DAAM1,presynaptic actin cytoskeleton organization,Daam1
ABI1,ABI1,presynaptic actin cytoskeleton organization,Abi1
SERPINB8,SERPINB8,presynaptic actin cytoskeleton organization,Serpinb8
PCLO,PCLO,synaptic vesicle clustering,Pclo
ABI2,ABI2,synaptic vesicle clustering,Abi2
SYN2,SYN2,synaptic vesicle clustering,Syn2
CTBP1,CTBP1,synaptic vesicle clustering,Ctbp1
SYN3,SYN3,synaptic vesicle clustering,Syn3
ABI1,ABI1,synaptic vesicle clustering,Abi1
DOCK1,DOCK1,synaptic vesicle clustering,Dock1
CTNNB1,CTNNB1,synaptic vesicle clustering,Ctnnb1
BSN,BSN,synaptic vesicle clustering,Bsn
ABI2,ABI2,postsynapse organization,Abi2
WASF2,WASF2,postsynapse organization,Wasf2
WASL,WASL,postsynapse organization,Wasl
LAMA5,LAMA5,postsynapse organization,Lama5
NELL1,NELL1,postsynapse organization,Nell1
STK38,STK38,postsynapse organization,Stk38
ADAM10,ADAM10,postsynapse organization,Adam10
CNKSR2,CNKSR2,postsynapse organization,Cnksr2
ACTR3,ACTR3,postsynapse organization,Actr3
ARHGAP39,ARHGAP39,postsynapse organization,Arhgap39
ITGA3,ITGA3,postsynapse organization,Itga3
FZD9,FZD9,postsynapse organization,Fzd9
DLG5,DLG5,postsynapse organization,Dlg5
CD44,CD44,postsynapse organization,Cd44
DVL1,DVL1,postsynapse organization,Dvl1
SPTBN2,SPTBN2,postsynapse organization,Sptbn2
STK38L,STK38L,postsynapse organization,Stk38l
HIP1R,HIP1R,postsynapse organization,Hip1r
IQSEC3,IQSEC3,postsynapse organization,Iqsec3
FILIP1,FILIP1,postsynaptic actin cytoskeleton,Filip1
ACTB,ACTB,postsynaptic actin cytoskeleton,Actb
SYNE1,SYNE1,postsynaptic actin cytoskeleton,Syne1
MYO5B,MYO5B,postsynaptic actin cytoskeleton,Myo5b
MYO9B,MYO9B,postsynaptic actin cytoskeleton,Myo9b
ACTN1,ACTN1,postsynaptic actin cytoskeleton,Actn1
PPP1R9A,PPP1R9A,postsynaptic actin cytoskeleton,Ppp1r9a
MYO5A,MYO5A,postsynaptic actin cytoskeleton,Myo5a
ITSN1,ITSN1,postsynaptic actin cytoskeleton,Itsn1
KPTN,KPTN,postsynaptic actin cytoskeleton,Kptn
DBN1,DBN1,postsynaptic actin cytoskeleton,Dbn1
CTTN,CTTN,postsynaptic actin cytoskeleton,Cttn
MYO6,MYO6,postsynaptic actin cytoskeleton,Myo6
ABI2,ABI2,postsynaptic actin cytoskeleton,Abi2
MYH10,MYH10,postsynaptic actin cytoskeleton,Myh10
CTTNBP2,CTTNBP2,postsynaptic actin cytoskeleton,Cttnbp2
FAM107A,FAM107A,postsynaptic actin cytoskeleton,Fam107a
ACTG1,ACTG1,postsynaptic actin cytoskeleton,Actg1
ACTN2,ACTN2,postsynaptic actin cytoskeleton,Actn2
ACTN4,ACTN4,postsynaptic actin cytoskeleton,Actn4
ITPKA,ITPKA,postsynaptic actin cytoskeleton,Itpka
MYH10,MYH10,postsynaptic actin cytoskeleton organization,Myh10
DBNL,DBNL,postsynaptic actin cytoskeleton organization,Dbnl
RAC1,RAC1,postsynaptic actin cytoskeleton organization,Rac1
FARP1,FARP1,postsynaptic actin cytoskeleton organization,Farp1
DBN1,DBN1,postsynaptic actin cytoskeleton organization,Dbn1
ABI2,ABI2,postsynaptic actin cytoskeleton organization,Abi2
ACTR3,ACTR3,postsynaptic actin cytoskeleton organization,Actr3
NOS1AP,NOS1AP,postsynaptic actin cytoskeleton organization,Nos1ap
WASF2,WASF2,postsynaptic actin cytoskeleton organization,Wasf2
ROCK2,ROCK2,postsynaptic actin cytoskeleton organization,Rock2
CPNE6,CPNE6,postsynaptic actin cytoskeleton organization,Cpne6
RAC3,RAC3,postsynaptic actin cytoskeleton organization,Rac3
PPP1R9A,PPP1R9A,postsynaptic actin cytoskeleton organization,Ppp1r9a
WASL,WASL,postsynaptic actin cytoskeleton organization,Wasl
FRMPD4,FRMPD4,postsynaptic actin cytoskeleton organization,Frmpd4
SIPA1L1,SIPA1L1,postsynaptic actin cytoskeleton organization,Sipa1l1
ARF1,ARF1,postsynaptic actin cytoskeleton organization,Arf1
ARHGEF7,ARHGEF7,postsynaptic actin cytoskeleton organization,Arhgef7
ADGRB1,ADGRB1,postsynaptic actin cytoskeleton organization,Adgrb1
SH3GL2,SH3GL2,postsynaptic actin cytoskeleton organization,Sh3gl2
EZR,EZR,postsynaptic actin cytoskeleton organization,Ezr
SRCIN1,SRCIN1,postsynaptic actin cytoskeleton organization,Srcin1
PRSS8,PRSS8,modification of postsynaptic actin cytoskeleton,Prss8
WASF1,WASF1,modification of postsynaptic actin cytoskeleton,Wasf1
DIXDC1,DIXDC1,modification of postsynaptic actin cytoskeleton,Dixdc1
S100G,S100G,modification of postsynaptic actin cytoskeleton,S100g
PFN2,PFN2,modification of postsynaptic actin cytoskeleton,Pfn2
SPTB,SPTB,modification of postsynaptic actin cytoskeleton,Sptb
CFL1,CFL1,modification of postsynaptic actin cytoskeleton,Cfl1
ABI3,ABI3,modification of postsynaptic actin cytoskeleton,Abi3
CTNNA2,CTNNA2,modification of postsynaptic actin cytoskeleton,Ctnna2
ITPKA,ITPKA,modification of postsynaptic actin cytoskeleton,Itpka
CTTN,CTTN,modification of postsynaptic actin cytoskeleton,Cttn
PFN1,PFN1,modification of postsynaptic actin cytoskeleton,Pfn1
WASF3,WASF3,modification of postsynaptic actin cytoskeleton,Wasf3
RASGRF1,RASGRF1,postsynapse,Rasgrf1
PDLIM5,PDLIM5,postsynapse,Pdlim5
ELAVL1,ELAVL1,postsynapse,Elavl1
HSPA8,HSPA8,postsynapse,Hspa8
DOCK10,DOCK10,postsynapse,Dock10
USP9X,USP9X,postsynapse,Usp9x
WASL,WASL,postsynapse,Wasl
ADD1,ADD1,postsynapse,Add1
GNAI1,GNAI1,postsynapse,Gnai1
ADAM10,ADAM10,postsynapse,Adam10
RNF220,RNF220,postsynapse,Rnf220
UBE3B,UBE3B,postsynapse,Ube3b
NCOA2,NCOA2,postsynapse,Ncoa2
DMD,DMD,postsynapse,Dmd
FGFR1,FGFR1,postsynapse,Fgfr1
MYO5B,MYO5B,postsynapse,Myo5b
ABI3,ABI3,postsynapse,Abi3
PHACTR1,PHACTR1,postsynapse,Phactr1
SMO,SMO,postsynapse,Smo
DOCK4,DOCK4,postsynapse,Dock4
CPEB4,CPEB4,postsynapse,Cpeb4
EPN1,EPN1,postsynapse,Epn1
SERPINB8,SERPINB8,postsynapse,Serpinb8
FGF7,FGF7,postsynapse,Fgf7
PIK3C3,PIK3C3,postsynapse,Pik3c3
SLC24A2,SLC24A2,postsynapse,Slc24a2
RPS6KB1,RPS6KB1,postsynapse,Rps6kb1
TRAF6,TRAF6,postsynapse,Traf6
PRSS8,PRSS8,postsynapse,Prss8
ATAD1,ATAD1,postsynapse,Atad1
CALD1,CALD1,postsynapse,Cald1
SPTBN1,SPTBN1,postsynapse,Sptbn1
LNX1,LNX1,postsynapse,Lnx1
STRN3,STRN3,postsynapse,Strn3
PRMT8,PRMT8,postsynapse,Prmt8
DYNLL2,DYNLL2,postsynapse,Dynll2
VEZT,VEZT,postsynapse,Vezt
MAP2,MAP2,postsynapse,Map2
PARN,PARN,postsynapse,Parn
NAPA,NAPA,postsynapse,Napa
GIT1,GIT1,postsynapse,Git1
CDK5,CDK5,postsynapse,Cdk5
LAMP1,LAMP1,postsynapse,Lamp1
FZD9,FZD9,postsynapse,Fzd9
KIF17,KIF17,postsynapse,Kif17
KIF2C,KIF2C,postsynapse,Kif2c
BIN1,BIN1,postsynapse,Bin1
ARFGEF2,ARFGEF2,postsynapse,Arfgef2
BRAF,BRAF,postsynapse,Braf
DACT1,DACT1,postsynapse,Dact1
SLC29A1,SLC29A1,postsynapse,Slc29a1
LIMK1,LIMK1,postsynapse,Limk1
PTK2B,PTK2B,postsynapse,Ptk2b
NCKIPSD,NCKIPSD,postsynapse,Nckipsd
TFRC,TFRC,postsynapse,Tfrc
BCL11A,BCL11A,postsynapse,Bcl11a
ANK3,ANK3,postsynapse,Ank3
EIF4G1,EIF4G1,postsynapse,Eif4g1
SWAP70,SWAP70,postsynapse,Swap70
SYT11,SYT11,postsynapse,Syt11
UBE2N,UBE2N,postsynapse,Ube2n
TRIM47,TRIM47,postsynapse,Trim47
CACNA1A,CACNA1A,postsynapse,Cacna1a
ARHGAP39,ARHGAP39,postsynapse,Arhgap39
LRFN2,LRFN2,postsynapse,Lrfn2
CASKIN1,CASKIN1,postsynapse,Caskin1
RAB17,RAB17,postsynapse,Rab17
PAK1,PAK1,postsynapse,Pak1
CTTN,CTTN,postsynapse,Cttn
CYFIP1,CYFIP1,postsynapse,Cyfip1
GIPC1,GIPC1,postsynapse,Gipc1
NCKAP1,NCKAP1,postsynapse,Nckap1
TRIM3,TRIM3,postsynapse,Trim3
ACTR3,ACTR3,postsynapse,Actr3
CRMP1,CRMP1,postsynapse,Crmp1
ZDHHC5,ZDHHC5,postsynapse,Zdhhc5
CAMKV,CAMKV,postsynapse,Camkv
VPS52,VPS52,postsynapse,Vps52
VASP,VASP,postsynapse,Vasp
DBNL,DBNL,postsynapse,Dbnl
PPP1CC,PPP1CC,postsynapse,Ppp1cc
NOS1AP,NOS1AP,postsynapse,Nos1ap
MOB4,MOB4,postsynapse,Mob4
NRGN,NRGN,postsynapse,Nrgn
RGS7BP,RGS7BP,postsynapse,Rgs7bp
CAPN2,CAPN2,postsynapse,Capn2
FMNL2,FMNL2,postsynapse,Fmnl2
PTPN1,PTPN1,postsynapse,Ptpn1
CD44,CD44,postsynapse,Cd44
RGS12,RGS12,postsynapse,Rgs12
ATR,ATR,postsynapse,Atr
MINK1,MINK1,postsynapse,Mink1
HTR4,HTR4,postsynapse,Htr4
ABL2,ABL2,postsynapse,Abl2
DCLK1,DCLK1,postsynapse,Dclk1
CPLX1,CPLX1,postsynapse,Cplx1
RGS14,RGS14,postsynapse,Rgs14
SPTAN1,SPTAN1,postsynapse,Sptan1
FXR1,FXR1,postsynapse,Fxr1
ARHGEF15,ARHGEF15,postsynapse,Arhgef15
PPP1CA,PPP1CA,postsynapse,Ppp1ca
HNRNPAB,HNRNPAB,postsynapse,Hnrnpab
NSMF,NSMF,postsynapse,Nsmf
GNA13,GNA13,postsynapse,Gna13
CALB1,CALB1,postsynapse,Calb1
KIF1A,KIF1A,postsynapse,Kif1a
SLC25A16,SLC25A16,postsynapse,Slc25a16
PTN,PTN,postsynapse,Ptn
AGAP2,AGAP2,postsynapse,Agap2
NECAB2,NECAB2,postsynapse,Necab2
CPLX2,CPLX2,postsynapse,Cplx2
EIF4EBP2,EIF4EBP2,postsynapse,Eif4ebp2
SNX27,SNX27,postsynapse,Snx27
DOCK1,DOCK1,postsynapse,Dock1
HNRNPK,HNRNPK,postsynapse,Hnrnpk
PRKAR2B,PRKAR2B,postsynapse,Prkar2b
WLS,WLS,postsynapse,Wls
RNF138,RNF138,postsynapse,Rnf138
ARHGAP12,ARHGAP12,postsynapse,Arhgap12
CACNB1,CACNB1,postsynapse,Cacnb1
ARHGEF2,ARHGEF2,postsynapse,Arhgef2
SIGMAR1,SIGMAR1,postsynapse,Sigmar1
STX3,STX3,postsynapse,Stx3
SUMO2,SUMO2,postsynapse,Sumo2
RTN4,RTN4,postsynapse,Rtn4
TAOK2,TAOK2,postsynapse,Taok2
CPEB1,CPEB1,postsynapse,Cpeb1
MARK2,MARK2,postsynapse,Mark2
RHOA,RHOA,postsynapse,Rhoa
SYT3,SYT3,postsynapse,Syt3
VPS35,VPS35,postsynapse,Vps35
BEGAIN,BEGAIN,postsynapse,Begain
GNAL,GNAL,postsynapse,Gnal
SLC18A2,SLC18A2,postsynapse,Slc18a2
ELMO1,ELMO1,postsynapse,Elmo1
CPEB3,CPEB3,postsynapse,Cpeb3
KIF3A,KIF3A,postsynapse,Kif3a
APC,APC,postsynapse,Apc
INA,INA,postsynapse,Ina
NRG1,NRG1,postsynapse,Nrg1
CNN3,CNN3,postsynapse,Cnn3
DNAJB1,DNAJB1,postsynapse,Dnajb1
RHOG,RHOG,postsynapse,Rhog
RAC3,RAC3,postsynapse,Rac3
CPEB2,CPEB2,postsynapse,Cpeb2
KIF3B,KIF3B,postsynapse,Kif3b
SIPA1L1,SIPA1L1,postsynapse,Sipa1l1
FILIP1,FILIP1,postsynapse,Filip1
RASGRF2,RASGRF2,postsynapse,Rasgrf2
MPP1,MPP1,postsynapse,Mpp1
SRGAP3,SRGAP3,postsynapse,Srgap3
PLAT,PLAT,postsynapse,Plat
PUM2,PUM2,postsynapse,Pum2
CAPN1,CAPN1,postsynapse,Capn1
IQGAP1,IQGAP1,postsynapse,Iqgap1
DSTN,DSTN,postsynapse,Dstn
STX4,STX4,postsynapse,Stx4a
APPL1,APPL1,postsynapse,Appl1
ARPC2,ARPC2,postsynapse,Arpc2
SPTB,SPTB,postsynapse,Sptb
CDC42,CDC42,postsynapse,Cdc42
AGO2,AGO2,postsynapse,Ago2
KIF1B,KIF1B,postsynapse,Kif1b
MIB2,MIB2,postsynapse,Mib2
RPL8,RPL8,postsynapse,Rpl8
PFN1,PFN1,postsynapse,Pfn1
FAAH,FAAH,postsynapse,Faah
DIXDC1,DIXDC1,postsynapse,Dixdc1
CASK,CASK,postsynapse,Cask
PSD2,PSD2,postsynapse,Psd2
ALK,ALK,postsynapse,Alk
EIF4E,EIF4E,postsynapse,Eif4e
MARK1,MARK1,postsynapse,Mark1
MYO5A,MYO5A,postsynapse,Myo5a
PTK2,PTK2,postsynapse,Ptk2
DGKQ,DGKQ,postsynapse,Dgkq
SRCIN1,SRCIN1,postsynapse,Srcin1
ENAH,ENAH,postsynapse,Enah
